Stem,Year,DBH,Comment
99404,2014,11.5,
100385,1993,10.6,
100385,1996,10.7,
100385,1999,10.8,
100385,2002,10.9,
100385,2005,11.2,
100385,2014, NA,cut
100386,1993,4.1,
100386,1996,4.0,
100386,1999,4.1,
100386,2002,4.1,
100386,2005,4.4,
100386,2014, NA,dead
100387,1993,28.2,
100387,1996,28.5,
100387,1999,29.3,
100387,2002,29.8,
100387,2005,30.5,
100387,2014,33.6,
WF993,2014,3.0,
WF995,2014,3.3,
101388,1993,3.9,
101388,1996,3.9,
101388,1999, NA,dead
101389,1993,4.2,
101389,1996,4.2,
101389,1999,4.2,
101389,2002, NA,dead
101390,1993,10.1,
101390,1996,10.6,
101390,1999,11.1,
101390,2002,11.4,
101390,2005,12.0,
101390,2014,13.0,
101391,1993,5.4,
101391,1996,5.6,
101391,1999,5.9,
101391,2002,6.0,
101391,2005,6.3,
101391,2014,6.8,
101392,1993,10.5,
101392,1996,10.4,
101392,1999,10.7,
101392,2002,10.9,
101392,2005,10.9,
101392,2014,11.4,
101393,1993,48.9,
101393,1996,50.3,
101393,1999,52.0,
101393,2002,53.4,
101393,2005,56.0,
101393,2014,58.8,
101394,1993,5.8,
101394,1996,5.8,
101394,1999,5.9,
101394,2002,6.0,
101394,2005,6.1,
101394,2014, NA,dead
101884,1993,3.1,
101884,1996,3.3,
101884,1999,3.6,
101884,2002,3.6,
101884,2005, NA,dead
WF997,2014,3.4,
WF998,2014,3.5,
102290,2002,3.1,
102290,2005,3.5,
102290,2014,5.4,
102395,1993,20.7,
102395,1996,21.1,
102395,1999,21.3,
102395,2002,21.4,
102395,2005,21.5,
102395,2014, NA,dead
102396,1993,13.4,
102396,1996,13.4,
102396,1999, NA,dead
102397,1993,5.3,
102397,1996,5.1,
102397,1999, NA,dead
102398,1993,10.1,
102398,1996,10.1,
102398,1999, NA,dead
102399,1993,6.7,
102399,1996,6.7,stem broken
102399,1999,6.8,
102399,2002,6.8,
102399,2005,7.2,
102399,2014,7.4,
102400,1993,3.5,
102400,1996,4.1,
102400,1999,4.7,
102400,2002,5.1,
102400,2005,5.5,
102400,2014,6.4,
102401,1993,3.3,
102401,1996,3.6,
102401,1999,4.1,
102401,2002,4.6,
102401,2005,4.9,
102401,2014,6.8,
102686,2005,3.0,
102686,2014,4.6,bark-stripped
RG005,2014,3.4,bark-stripped
RG006,2014,4.3,
RG010,2014,3.0,bark-stripped
RG012,2014,3.0,
RG015,2014,4.1,
RG016,2014,3.0,
RG018,2014,3.9,
RG019,2014,3.3,
103291,2002,3.4,
103291,2005,3.9,
103291,2014,5.8,bark-stripped
103402,1993,22.1,
103402,1996,22.6,
103402,1999,23.0,
103402,2002,23.3,
103402,2005,23.5,
103402,2014, NA,dead
103403,1993,11.1,
103403,1996,11.5,
103403,1999,11.7,
103403,2002,12.0,
103403,2005,12.3,
103403,2014,13.6,
103404,1993,6.4,
103404,1996,6.3,
103404,1999, NA,dead
103405,1993,11.0,
103405,1996,11.7,
103405,1999,12.1,
103405,2002,12.5,
103405,2005,12.9,
103405,2014,13.2,
103406,1993,4.0,
103406,1996,4.0,
103406,1999,3.9,
103406,2002, NA,dead
103407,1993,13.4,
103407,1996,13.9,
103407,1999,14.3,
103407,2002,14.7,
103407,2005,15.1,
103407,2014, NA,dead
103408,1993,3.3,
103408,1996,3.6,
103408,1999,4.0,
103408,2002,4.2,estimated
103408,2005,4.5,
103408,2014,4.4,
103409,1993,4.6,
103409,1996,4.9,
103409,1999,6.1,
103409,2002,6.7,
103409,2005,7.6,
103409,2014,9.4,
103410,1993,4.2,
103410,1996,4.3,
103410,1999,4.6,
103410,2002,4.6,
103410,2005,4.8,
103410,2014,6.3,bark-stripped
103411,1993,5.3,
103411,1996, NA,dead
103412,1993,25.0,
103412,1996,25.3,
103412,1999,25.7,
103412,2002,25.7,
103412,2005,25.7,
103412,2014, NA,dead
103413,1993,13.4,
103413,1996,13.8,
103413,1999,14.1,
103413,2002,14.3,
103413,2005,14.4,
103413,2014, NA,dead
103414,1993,10.0,
103414,1996,10.2,
103414,1999,10.4,
103414,2002,10.4,
103414,2005,10.5,
103414,2014, NA,dead
103415,1993,9.0,
103415,1996,9.2,
103415,1999,9.5,
103415,2002,9.6,
103415,2005,9.9,
103415,2014, NA,dead
103682,2005,3.5,
103682,2014,3.6,
RG023,2014,5.6,bark-stripped (all circumference)
RG029,2014,3.4,bark-stripped
RG030,2014,3.2,
104292,2002,3.2,
104292,2005,3.3,
104292,2014,3.4,
104416,1993,19.6,
104416,1996,20.5,
104416,1999,21.1,
104416,2002,21.5,
104416,2005,22.0,
104416,2014,23.6,
104417,1993,19.0,
104417,1996,19.7,
104417,1999,20.1,
104417,2002,20.4,
104417,2005,20.7,
104417,2014, NA,dead
104418,1993,20.3,
104418,1996,21.0,
104418,1999,22.0,
104418,2002,22.5,
104418,2005,23.0,
104418,2014,23.6,
104419,1993,14.5,
104419,1996,14.7,
104419,1999,15.3,
104419,2002,15.9,
104419,2005,15.9,
104419,2014, NA,dead
104420,1993,10.8,
104420,1996,11.0,
104420,1999,12.2,
104420,2002,11.8,
104420,2005,11.8,weaken
104420,2014, NA,dead
104421,1993,18.9,
104421,1996,19.2,
104421,1999,19.4,
104421,2002,19.5,
104421,2005,19.5,
104421,2014, NA,dead
104422,1993,12.0,
104422,1996,11.9,
104422,1999,11.8,
104422,2002, NA,dead
104423,1993,13.8,
104423,1996,14.6,
104423,1999,16.3,
104423,2002,17.7,
104423,2005,20.8,
104423,2014,27.3,
104424,1993,4.8,
104424,1996,4.8,
104424,1999,4.9,
104424,2002,4.8,
104424,2005,4.9,
104424,2014,5.2,
RG033,2014,3.7,
RG035,2014,3.1,
RG045,2014,3.0,
105294,2002,3.0,
105294,2005,3.2,
105294,2014,3.5,
105295,2002,3.6,
105295,2005,3.9,
105295,2014,5.0,bark-stripped
105296,2002,3.3,
105296,2005,3.7,
105296,2014,5.0,
105297,2002,3.7,
105297,2005,3.9,
105297,2014,4.1,bark-stripped
105425,1993,17.6,
105425,1996,18.0,
105425,1999,18.6,
105425,2002,19.1,
105425,2005,19.4,
105425,2014,20.7,
105426,1993,14.4,
105426,1996,14.7,
105426,1999,15.7,
105426,2002,16.5,
105426,2005,16.6,
105426,2014, NA,dead
105427,1993,3.4,
105427,1996,3.4,
105427,1999,3.3,
105427,2002, NA,dead
105428,1999,3.0,
105428,2002, NA,dead
105429,1993,7.5,
105429,1996,7.5,
105429,1999,7.5,
105429,2002,7.4,
105429,2005, NA,dead
105430,1993,5.7,
105430,1996,5.6,
105430,1999,5.6,
105430,2002, NA,dead
105431,1993,5.3,
105431,1996,5.5,
105431,1999,5.9,
105431,2002,6.0,
105431,2005,6.0,
105431,2014,6.7,bark-stripped
105432,1993,3.2,
105432,1996,3.3,
105432,1999,3.5,
105432,2002,3.5,
105432,2005,3.5,
105432,2014,3.8,bark-stripped
105433,1993,18.7,
105433,1996,18.9,
105433,1999,19.1,
105433,2002,19.3,
105433,2005,19.4,
105433,2014, NA,dead
105434,1993,8.2,
105434,1996,8.2,
105434,1999,8.6,
105434,2002,8.6,
105434,2005,8.8,
105434,2014,9.2,
105435,1993,7.8,
105435,1996,8.1,
105435,1999,8.4,
105435,2002,8.5,
105435,2005,8.6,
105435,2014,9.0,
105436,1993,5.1,
105436,1996,5.0,
105436,1999,5.2,
105436,2002,5.3,
105436,2005,5.3,
105436,2014, NA,dead
105885,1993,4.1,
105885,1996,4.2,
105885,1999, NA,dead
RG049,2014,3.6,
RG050,2014,3.8,
106437,1993,3.8,
106437,1996,3.8,
106437,1999,4.1,
106437,2002,4.2,
106437,2005,4.4,
106437,2014,5.1,
106438,1993,4.3,
106438,1996,4.8,
106438,1999,5.1,
106438,2002,5.3,
106438,2005,5.4,
106438,2014,5.4,
106440,1993,4.3,
106440,1996,4.8,
106440,1999,5.5,
106440,2002,6.4,
106440,2005,7.3,
106440,2014,8.6,
106441,1993,3.9,
106441,1996,3.9,
106441,1999,4.0,
106441,2002,3.9,
106441,2005, NA,dead
106442,1993,17.0,
106442,1996,17.1,
106442,1999, NA,dead
106443,1993,3.8,
106443,1996,3.7,
106443,1999,3.8,
106443,2002,3.7,
106443,2005, NA,dead
106444,1993,4.0,
106444,1996,4.1,
106444,1999,4.1,
106444,2002,4.1,
106444,2005,4.1,
106444,2014,4.1,
106445,1993,10.8,
106445,1996,10.9,
106445,1999,11.5,
106445,2002,11.9,
106445,2005,12.3,
106445,2014,12.9,
106446,1993,5.5,
106446,1996,5.3,
106446,1999, NA,dead
106447,1993,12.5,
106447,1996,12.5,
106447,1999,12.8,
106447,2002,12.9,
106447,2005,12.9,
106447,2014, NA,dead
106448,1993,3.3,
106448,1996,3.2,
106448,1999,3.5,
106448,2002,3.5,
106448,2005,3.7,
106448,2014,4.2,bark-stripped (all circumference)
106449,1993,5.3,
106449,1996,5.2,
106449,1999,5.3,
106449,2002,5.2,
106449,2005,5.3,
106449,2014,5.3,
107450,1993,4.9,
107450,1996,5.2,
107450,1999,5.6,
107450,2002,5.8,
107450,2005,6.3,
107450,2014,6.3,
107451,1993,4.7,
107451,1996,5.3,
107451,1999,6.0,
107451,2002,6.7,
107451,2005,7.5,
107451,2014,10.1,
107452,1993,5.1,
107452,1996, NA,dead
107453,1993,17.3,
107453,1996,17.3,
107453,1999,17.2,
107453,2002,17.3,
107453,2005,17.3,
107453,2014,17.1,shrunk
107454,1993,16.0,
107454,1996,16.0,
107454,1999,16.4,
107454,2002,16.6,
107454,2005,16.6,
107454,2014,17.3,bored
107455,1993,14.5,
107455,1996,14.5,
107455,1999,15.6,
107455,2002,16.2,
107455,2005,17.0,
107455,2014,19.5,bored
RG066,2014,3.3,
108456,1993,8.4,
108456,1996,8.4,
108456,1999, NA,dead
108457,1993,14.2,
108457,1996, NA,dead
108458,1993,3.5,
108458,1996,3.5,
108458,1999,3.8,
108458,2002,3.8,
108458,2005,3.7,
108458,2014,3.6,
108459,1993,3.0,
108459,1996,3.0,
108459,1999,3.2,
108459,2002, NA,dead
108460,1993,5.4,
108460,1996,5.4,
108460,1999,5.8,
108460,2002,5.7,
108460,2005,5.9,
108460,2014,6.8,
108461,1993,9.6,
108461,1996,9.6,
108461,1999,9.7,
108461,2002,9.7,
108461,2005,9.8,
108461,2014, NA,dead
108462,1993,4.8,
108462,1996,4.8,
108462,1999,5.2,
108462,2002,5.2,
108462,2005,5.3,
108462,2014,5.7,
108463,1993,5.4,
108463,1996,5.4,
108463,1999,5.4,
108463,2002,5.4,
108463,2005,5.4,
108463,2014, NA,dead
108465,1993,3.3,
108465,1996,3.3,
108465,1999, NA,dead
108466,1993,3.0,
108466,1996,3.0,
108466,1999, NA,dead
108467,1993,10.8,
108467,1996,10.8,
108467,1999,12.4,
108467,2002,13.8,
108467,2005,15.8,
108467,2014,21.6,
108468,1993,4.9,
108468,1996,4.9,
108468,1999,4.9,
108468,2002, NA,dead
108469,1993,6.7,
108469,1996,6.7,
108469,1999,7.0,
108469,2002,7.0,
108469,2005,7.3,
108469,2014,7.0,shrunk
108470,1993,6.0,
108470,1996,6.0,
108470,1999,6.9,
108470,2002,7.2,
108470,2005,8.3,
108470,2014,10.7,
108471,1993,39.5,
108471,1996,39.5,
108471,1999,42.6,
108471,2002,42.9,
108471,2005, NA,dead
108886,1993,4.8,
108886,1996,4.8,
108886,1999,4.8,
108886,2002,4.8,
108886,2005,4.7,
108886,2014, NA,dead
109154,1999,3.2,
109154,2002,3.3,
109154,2005,3.3,
109154,2014, NA,dead
109298,2002,3.6,
109298,2005,3.8,
109298,2014,3.6,shrunk
109472,1993,7.4,
109472,1996,7.4,
109472,1999,7.5,
109472,2002, NA,dead
109473,1993,8.0,
109473,1996, NA,dead
109474,1993,12.5,
109474,1996,12.5,
109474,1999,14.0,
109474,2002,14.5,
109474,2005,15.5,
109474,2014,19.5,
109475,1993,12.6,
109475,1996,12.6,
109475,1999,13.1,
109475,2002,13.4,
109475,2005,14.0,
109475,2014,18.6,
109477,1993,3.5,
109477,1996,3.5,
109477,1999,4.8,
109477,2002,5.2,
109477,2005,5.6,
109477,2014,6.8,
109478,1993,9.8,
109478,1996,9.8,
109478,1999,11.3,
109478,2002,12.0,
109478,2005,13.3,
109478,2014,20.0,bored
RG072,2014,3.0,bark-stripped
110479,1993,3.5,
110479,1996,3.5,
110479,1999,3.6,
110479,2002,3.6,
110479,2005,3.6,
110479,2014, NA,cut
110480,1993,6.1,
110480,1996,6.1,
110480,1999,6.2,
110480,2002,6.2,
110480,2005,6.2,
110480,2014, NA,cut
110481,1993,4.1,
110481,1996,4.1,
110481,1999,4.6,
110481,2002,4.8,
110481,2005,4.9,
110481,2014, NA,cut
110482,1993,6.2,
110482,1996,6.2,
110482,1999,6.8,
110482,2002,6.8,
110482,2005,7.1,
110482,2014, NA,cut
110483,1993,3.7,
110483,1996,3.7,
110483,1999,3.7,
110483,2002,3.8,
110483,2005,3.8,
110483,2014, NA,cut
110484,1993,4.9,
110484,1996,6.3,
110484,1999,7.2,
110484,2002,7.9,
110484,2005,9.2,
110484,2014, NA,dead
RG084,2014,5.1,
RG092,2014,3.3,
111485,1993,6.3,
111485,1996,6.4,
111485,1999,6.9,
111485,2002,6.9,
111485,2005,6.6,
111485,2014,6.7,bark-stripped
111486,1993,6.6,
111486,1996,6.7,
111486,1999,7.0,
111486,2002,7.0,
111486,2005,7.1,
111486,2014,7.9,
111487,1993,7.6,
111487,1996,8.2,
111487,1999,8.8,
111487,2002,9.1,
111487,2005,9.5,
111487,2014,11.8,bark-stripped
111488,1993,9.2,
111488,1996,9.7,
111488,1999,9.8,
111488,2002,10.0,
111488,2005,10.2,
111488,2014,11.3,
111489,1993,24.3,
111489,1996,24.7,
111489,1999,24.7,
111489,2002,24.9,
111489,2005,25.0,
111489,2014,25.7,
111490,1993,3.7,
111490,1996,3.7,
111490,1999,3.8,
111490,2002,3.8,
111490,2005,3.7,
111490,2014, NA,dead
111491,1993,8.9,
111491,1996,9.2,
111491,1999,9.4,
111491,2002,9.7,
111491,2005,10.4,
111491,2014,12.3,
111492,1993,7.9,
111492,1996,8.1,
111492,1999,8.1,
111492,2002,8.1,
111492,2005,8.2,
111492,2014,8.6,
111493,1993,7.3,
111493,1996,7.5,
111493,1999,7.6,
111493,2002,7.6,
111493,2005,7.9,
111493,2014,8.8,
111495,1993,17.7,
111495,1996,18.5,
111495,1999,19.2,
111495,2002,20.0,
111495,2005,20.9,
111495,2014,22.2,
111496,1993,16.6,
111496,1996,17.5,
111496,1999,18.4,
111496,2002,19.1,
111496,2005,19.8,
111496,2014,22.8,
111497,1993,3.4,
111497,1996,3.6,
111497,1999,4.1,
111497,2002,3.8,
111497,2005,3.8,
111497,2014,4.0,
111498,1993,3.6,
111498,1996,4.0,
111498,1999,4.4,
111498,2002,4.8,
111498,2005,5.1,
111498,2014,6.2,
111500,1993,7.4,
111500,1996,8.1,
111500,1999,8.8,
111500,2002,9.8,
111500,2005,10.8,
111500,2014,13.9,
111501,1993,7.2,
111501,1996,7.4,
111501,1999,7.5,
111501,2002,7.8,
111501,2005,7.9,
111501,2014,8.9,
111502,1993,5.8,
111502,1996,5.9,
111502,1999,5.8,
111502,2002,5.9,
111502,2005,5.9,
111502,2014,5.9,
111685,2005,3.1,
111685,2014,3.7,
111801,2002,4.0,
111801,2005,4.1,
111801,2014,4.4,
RG097,2014,3.1,
RG103,2014,3.1,
WG696,2014,3.0,
112503,1993,13.1,
112503,1996,14.2,
112503,1999,15.1,
112503,2002,16.5,
112503,2005,17.6,
112503,2014,21.0,bark-stripped/resin
112504,1993,5.6,
112504,1996, NA,dead
112505,1993,8.5,
112505,1996,8.6,
112505,1999,8.4,
112505,2002,8.5,
112505,2005,8.6,
112505,2014,9.0,
112506,1993,3.4,
112506,1996, NA,dead
112507,1993,5.5,
112507,1996,6.0,
112507,1999,6.3,
112507,2002,7.1,
112507,2005,7.6,
112507,2014,9.7,
112508,1993,6.6,
112508,1996,6.7,
112508,1999,6.6,
112508,2002, NA,dead
112509,1993,5.5,
112509,1996,5.7,
112509,1999,6.1,
112509,2002,6.0,
112509,2005,6.0,
112509,2014,6.7,
112510,1993,11.7,
112510,1996,12.7,
112510,1999,13.4,
112510,2002,14.0,
112510,2005,14.7,
112510,2014,17.0,
112802,2002,3.6,
112802,2005,3.8,
112802,2014,4.8,
RG112,2014,4.6,
RG115,2014,4.0,
113161,1999,3.1,
113161,2002,3.7,
113161,2005,4.3,
113161,2014,6.1,
113511,1993,7.0,
113511,1996,7.5,
113511,1999,8.3,
113511,2002,8.8,
113511,2005,10.0,
113511,2014,13.8,bark-stripped
113512,1993,4.1,
113512,1996,4.3,
113512,1999,4.3,
113512,2002,4.3,
113512,2005,4.2,
113512,2014,4.5,
113513,1993,6.0,
113513,1996,6.5,
113513,1999,6.9,
113513,2002,6.8,
113513,2005,7.1,
113513,2014,7.7,
113514,1993,4.2,
113514,1996,4.2,
113514,1999,4.4,
113514,2002,4.3,
113514,2005,4.3,
113514,2014, NA,dead
113515,1993,4.0,
113515,1996,4.8,
113515,1999,4.8,
113515,2002,4.9,
113515,2005,5.3,
113515,2014,7.6,
113516,1993,4.0,
113516,1996,4.3,
113516,1999,4.5,
113516,2002,4.6,
113516,2005,4.8,
113516,2014,5.1,
113517,1993,3.7,
113517,1996,4.4,
113517,1999,5.3,
113517,2002,5.2,
113517,2005,5.6,
113517,2014,7.0,
113518,1993,14.3,
113518,1996,14.6,
113518,1999,14.5,
113518,2002,14.8,
113518,2005, NA,dead
113519,1993,12.8,
113519,1996,13.7,
113519,1999,14.2,
113519,2002,14.6,
113519,2005,14.8,
113519,2014, NA,dead
113520,1993,9.1,
113520,1996,9.2,
113520,1999,9.2,
113520,2002,9.1,
113520,2005, NA,dead
113521,1993,3.4,
113521,1996,3.8,
113521,1999,3.8,
113521,2002,3.9,
113521,2005,4.2,
113521,2014,4.5,
113522,1993,27.0,
113522,1996,30.6,
113522,1999,34.4,
113522,2002,37.8,
113522,2005,41.5,
113522,2014,50.5,
113523,1993,9.1,
113523,1996, NA,dead
113524,1993,13.9,
113524,1996,14.8,
113524,1999,15.2,
113524,2002,15.8,
113524,2005,16.2,
113524,2014,17.1,
113525,1993,5.5,
113525,1996,5.5,
113525,1999,5.4,
113525,2002,5.4,
113525,2005, NA,dead
113526,1993,6.7,
113526,1996, NA,dead
113527,1993,6.4,
113527,1996,6.8,
113527,1999,6.4,
113527,2002,6.7,
113527,2005, NA,dead
113528,1993,7.2,
113528,1996,7.2,
113528,1999,7.5,
113528,2002,7.2,
113528,2005, NA,dead
113687,2005,3.3,
113687,2014,4.8,bark-stripped
113688,2005,3.3,
113688,2014,4.7,
113803,1999,3.9,
113803,2002,4.6,
113803,2005,5.3,
113803,2014,8.5,
113807,2002,3.1,
113807,2005,3.5,
113807,2014,3.5,
113887,1993,3.5,
113887,1996,3.5,
113887,1999,3.5,
113887,2002,3.5,
113887,2005, NA,dead
113888,1993,3.8,
113888,1996,4.1,
113888,1999,4.4,
113888,2002,4.5,
113888,2005,4.8,
113888,2014,6.3,
RG124,2014,3.1,
RG127,2014,3.4,
RG128,2014,3.0,
RG137,2014,4.1,bark-stripped (all circumference)
114529,1993,3.9,
114529,1996,4.3,
114529,1999,4.5,
114529,2002,4.8,
114529,2005,5.2,
114529,2014,6.0,
114530,1993,16.7,
114530,1996,17.6,
114530,1999,17.8,
114530,2002,18.1,
114530,2005,18.3,
114530,2014,19.1,
114531,1993,4.0,
114531,1996,4.0,
114531,1999,3.8,
114531,2002,4.1,
114531,2005,3.9,
114531,2014,4.2,
114532,1993,3.8,
114532,1996,3.9,
114532,1999,3.8,
114532,2002,4.1,
114532,2005,3.8,
114532,2014,3.9,
114533,1993,6.3,
114533,1996,6.5,
114533,1999,6.9,
114533,2002,7.2,
114533,2005,7.6,
114533,2014,9.2,
114534,1993,7.3,
114534,1996,7.2,
114534,1999,7.2,
114534,2002,6.9,
114534,2005, NA,dead
114535,1993,6.4,
114535,1996,6.6,
114535,1999,6.4,
114535,2002, NA,dead
114536,1993,7.2,
114536,1996,7.8,
114536,1999,8.0,
114536,2002,8.2,
114536,2005,8.4,
114536,2014,10.1,
114537,1993,11.1,
114537,1996,12.4,
114537,1999,12.6,
114537,2002,12.7,
114537,2005,12.8,
114537,2014, NA,dead
114538,1993,5.4,
114538,1996,5.5,
114538,1999,5.4,
114538,2002,5.1,
114538,2005,5.5,
114538,2014, NA,dead
114539,1993,3.7,
114539,1996,3.6,
114539,1999, NA,dead
RG140,2014,3.0,
115540,1993,6.7,
115540,1996,7.9,
115540,1999,8.4,
115540,2002,9.7,
115540,2005,10.4,
115540,2014,12.7,
115541,1993,26.8,
115541,1996,28.1,
115541,1999,29.4,
115541,2002,30.1,
115541,2005,30.6,
115541,2014,31.1,weaken
115542,1993,3.5,
115542,1996, NA,dead
115544,1993,7.6,
115544,1996,7.9,
115544,1999,8.4,
115544,2002,8.5,
115544,2005,8.6,
115544,2014,8.9,
115804,2002,3.5,
115804,2005,3.5,
115804,2014,3.7,
116162,1999,3.4,
116162,2002,3.8,
116162,2005,4.1,
116162,2014,4.3,
116545,1993,19.7,
116545,1996,21.5,
116545,1999,23.0,
116545,2002,24.0,
116545,2005,25.3,
116545,2014,29.4,bored
116546,1993,7.1,
116546,1996,7.6,
116546,1999,8.3,
116546,2002,8.6,
116546,2005,9.7,
116546,2014,13.6,bored
116547,1993,27.2,
116547,1996,28.2,
116547,1999,29.4,
116547,2002,30.3,
116547,2005,31.6,
116547,2014,36.6,bored
116548,1993,4.0,
116548,1996,4.2,
116548,1999,4.2,
116548,2002,4.3,
116548,2005,4.4,
116548,2014,4.5,
116549,1993,16.8,
116549,1996,16.9,
116549,1999,16.8,
116549,2002,16.9,
116549,2005,16.9,
116549,2014, NA,dead
116550,1993,4.5,
116550,1996,4.6,
116550,1999,4.5,
116550,2002,4.6,
116550,2005,4.6,
116550,2014, NA,dead
116551,1993,4.9,
116551,1996,4.9,
116551,1999,4.8,
116551,2002,4.9,
116551,2005,4.9,
116551,2014, NA,dead
116552,1993,12.3,
116552,1996,12.4,
116552,1999,12.3,
116552,2002,12.3,
116552,2005,12.3,
116552,2014, NA,dead
116553,1993,8.3,
116553,1996,8.3,
116553,1999,8.2,
116553,2002,8.3,
116553,2005,8.2,
116553,2014, NA,dead
116555,1993,3.0,
116555,1996,3.2,
116555,1999,3.0,
116555,2002,3.2,
116555,2005,3.1,
116555,2014,3.2,
116556,1993,3.1,
116556,1996,3.2,
116556,1999,3.3,
116556,2002,3.4,
116556,2005,3.4,
116556,2014,3.6,bark-stripped
116557,1993,3.7,
116557,1996,3.7,
116557,1999,3.6,
116557,2002,3.7,
116557,2005,3.3,
116557,2014,3.8,
116558,1993,3.7,
116558,1996,3.7,
116558,1999,3.0,
116558,2002,3.3,
116558,2005,3.3,
116558,2014,3.4,
116559,1993,6.6,
116559,1996,7.0,
116559,1999,7.4,
116559,2002,7.6,
116559,2005, NA,dead
116560,1993,3.6,
116560,1996,3.8,
116560,1999,3.6,
116560,2002,3.6,
116560,2005,3.6,
116560,2014,3.6,
116561,1993,7.1,
116561,1996,8.4,
116561,1999,9.4,
116561,2002,10.6,
116561,2005,11.0,
116561,2014,15.5,
116562,1993,15.8,
116562,1996,16.2,
116562,1999,16.0,
116562,2002,16.3,
116562,2005,16.2,
116562,2014, NA,dead
116563,1993,4.0,
116563,1996,4.3,
116563,1999,4.4,
116563,2002,4.7,
116563,2005,4.9,
116563,2014,5.8,
116564,1993,5.3,
116564,1996,5.4,
116564,1999,5.5,
116564,2002,5.7,
116564,2005,5.7,
116564,2014,6.0,bark-stripped
116565,1993,4.9,
116565,1996,5.1,
116565,1999,5.1,
116565,2002,5.4,
116565,2005,5.2,weaken
116565,2014, NA,dead
116689,2005,3.6,
116689,2014,4.0,bark-stripped
116690,2005,3.2,
116690,2014,4.4,
116805,2002,3.1,
116805,2005,3.2,
116805,2014,3.6,
RG165,2014,3.1,
RG168,2014,3.1,bark-stripped
RG169,2014,3.3,bark-stripped
RG170,2014,3.3,bark-stripped
117566,1993,4.1,
117566,1996,3.8,
117566,1999,4.0,
117566,2002,4.1,
117566,2005,4.2,
117566,2014,4.2,
117567,1993,14.0,
117567,1996,13.1,
117567,1999,13.5,
117567,2002,14.5,
117567,2005,14.5,weaken
117567,2014,17.0,
117683,2005,3.3,
117683,2014,4.2,bark-stripped
117806,2002,3.9,
117806,2005,4.1,
117806,2014,5.0,bark-stripped
118568,1993,47.1,
118568,1996,49.8,
118568,1999,52.1,
118568,2002,54.7,
118568,2005,57.6,
118568,2014,63.4,
118569,1993,4.7,
118569,1996,4.8,
118569,1999,5.0,
118569,2002,5.2,
118569,2005,5.5,
118569,2014,5.9,
119570,1993,11.6,
119570,1996,11.9,
119570,1999,12.6,
119570,2002,12.8,
119570,2005,12.8,
119570,2014,15.0,
119571,1993,5.9,
119571,1996,6.2,
119571,1999,7.2,
119571,2002,7.9,
119571,2005,9.7,
119571,2014,15.0,
119572,1993,5.7,
119572,1996,5.9,
119572,1999,6.4,
119572,2002,6.9,
119572,2005,8.2,
119572,2014,12.8,
119573,1993,4.3,
119573,1996,4.4,
119573,1999,5.1,
119573,2002,5.4,
119573,2005,5.7,
119573,2014,5.6,
119697,2005,3.5,
119697,2014,3.9,
RG182,2014,3.3,
120600,1993,39.3,
120600,1996,38.9,
120600,1999,40.2,
120600,2002,39.8,
120600,2005,39.7,
120600,2014, NA,cut
120601,1993,16.7,
120601,1996,16.9,
120601,1999,17.2,
120601,2002,17.5,
120601,2005,17.6,
120601,2014, NA,cut
120602,1993,4.6,
120602,1996,4.8,
120602,1999,5.0,
120602,2002,5.3,
120602,2005,5.7,
120602,2014,6.5,
120603,1993,7.4,
120603,1996,7.6,
120603,1999,8.1,
120603,2002,8.4,
120603,2005,8.1,
120603,2014,8.5,
120604,1993,23.8,
120604,1996,24.4,
120604,1999,25.2,
120604,2002,25.9,
120604,2005,27.4,
120604,2014,30.5,
120605,1993,13.7,
120605,1996,13.8,
120605,1999,14.0,
120605,2002,14.3,
120605,2005,14.4,
120605,2014, NA,dead
120889,1993,11.4,
120889,1996,11.6,
120889,1999,11.9,
120889,2002,12.3,
120889,2005,12.4,
120889,2014, NA,cut
RG193,2014,4.2,bark-stripped (all circumference)
RG195,2014,3.2,bark-stripped
121392,1996,3.5,
121392,1999,4.2,
121392,2002,4.6,
121392,2005,4.8,
121392,2014,5.2,
121606,1993,21.2,
121606,1996,21.7,
121606,1999,22.3,
121606,2002,23.1,
121606,2005,23.3,
121606,2014,27.2,
121607,1993,32.0,
121607,1996,32.3,
121607,1999,32.7,
121607,2002,33.9,
121607,2005,33.1,
121607,2014, NA,dead
121608,1993,3.2,
121608,1996,3.4,
121608,1999,3.6,
121608,2002,3.8,
121608,2005,4.1,
121608,2014,5.1,
121609,1993,7.6,
121609,1996,7.9,
121609,1999,8.4,
121609,2002,8.8,
121609,2005,9.2,
121609,2014,10.0,
121610,1993,19.3,
121610,1996,20.0,
121610,1999,20.7,
121610,2002,21.6,
121610,2005,22.6,
121610,2014,26.4,
121611,1993,21.8,
121611,1996,22.2,
121611,1999,22.5,
121611,2002,23.3,
121611,2005,23.9,
121611,2014,25.3,
121612,1993,7.8,
121612,1996,8.0,
121612,1999,8.1,
121612,2002,8.3,
121612,2005,8.4,
121612,2014,8.6,
121613,1993,4.7,
121613,1996,4.7,
121613,1999, NA,dead
121807,2002,3.2,
121807,2005,3.2,
121807,2014,3.6,
121808,2002,3.1,
121808,2005,3.2,
121808,2014,3.5,
RG196,2014,3.0,
RG207,2014,3.0,
RG208,2014,3.0,
RG202,2014,3.2,
122163,1999,3.4,
122163,2002,3.7,
122163,2005,4.0,
