Stem,Year,DBH,Comment
WF002,2014,5.9,
WF004,2014,3.8,
315,1993,16.1,
315,1996,16.6,
315,1999,17.1,
315,2002,17.3,
315,2005,17.8,
315,2014,19.2,
316,1993,4.7,
316,1996,4.7,
316,1999,4.8,
316,2002,4.9,
316,2005,4.9,
316,2014, NA,dead
317,1993,4.4,
317,1996,4.6,
317,1999,4.6,
317,2002,4.8,
317,2005, NA,dead
318,1993,40.6,
318,1996,41.9,
318,1999,43.4,
318,2002,44.7,
318,2005,46.0,
318,2014,49.9,
763,1993,3.1,
763,1996,3.5,
763,1999, NA,cut
WG677,2014,3.2,
WF010,2014,3.5,
WF012,2014,3.9,bark-stripped
WF013,2014,3.5,bark-stripped
WG678,2014,3.5,bark-stripped
1319,1993,12.7,
1319,1996,14.0,
1319,1999,15.0,
1319,2002,15.9,
1319,2005,16.8,
1319,2014,17.9,
1320,1993,31.0,
1320,1996, NA,dead
1321,1993,13.6,
1321,1996,14.3,
1321,1999,14.7,
1321,2002,14.8,
1321,2005,14.8,
1321,2014,15.0,
1322,1993,5.0,estimated
1322,1996,5.0,
1322,1999, NA,dead
1323,1993,6.6,
1323,1996,6.4,
1323,1999, NA,dead
1324,1993,16.1,
1324,1996,16.6,
1324,1999,17.1,
1324,2002,17.2,
1324,2005,17.3,
1324,2014,17.8,
1325,1993,9.9,
1325,1996,10.0,
1325,1999,10.2,
1325,2002,10.6,
1325,2005,10.9,
1325,2014,12.1,
1764,1993,3.4,
1764,1996,3.6,
1764,1999,3.8,fallen
1764,2002,3.8,
1764,2005,3.5,
1764,2014,4.0,fallen
1765,1993,4.1,
1765,1996,4.1,
1765,1999,4.3,
1765,2002,4.5,
1765,2005,4.6,
1765,2014,5.5,
WF020,2014,3.7,
2245,2005,3.2,
2245,2014,5.3,
2246,2005,4.2,
2246,2014,4.7,
2326,1993,9.9,
2326,1996,11.2,
2326,1999,12.5,
2326,2002,14.1,
2326,2005,15.4,
2326,2014,17.2,
2327,1993,7.7,
2327,1996,8.0,
2327,1999,8.2,
2327,2002,8.5,
2327,2005,8.7,
2327,2014,9.7,
2328,1993,18.5,
2328,1996,20.0,
2328,1999,21.6,
2328,2002,23.5,
2328,2005,25.1,
2328,2014,30.4,weaken/frass
2329,1993,15.8,
2329,1996,16.5,
2329,1999,17.2,
2329,2002,17.7,
2329,2005,18.2,
2329,2014,19.0,
2330,1993,5.6,
2330,1996, NA,dead
2331,1993,11.1,
2331,1996,12.1,
2331,1999,13.1,
2331,2002,14.0,
2331,2005,14.8,
2331,2014,16.2,
2332,1993,6.1,
2332,1996,6.0,
2332,1999, NA,dead
2333,1993,4.6,
2333,1996,4.6,
2333,1999,4.7,
2333,2002,4.7,
2333,2005,4.7,
2333,2014, NA,dead
2334,1993,20.4,
2334,1996,21.7,
2334,1999,24.6,
2334,2002,26.4,
2334,2005,29.0,
2334,2014,35.8,
2335,1993,6.9,
2335,1996,6.9,
2335,1999, NA,dead
2336,1993,7.4,
2336,1996,7.4,
2336,1999, NA,dead
2337,1993,4.3,
2337,1996,4.6,
2337,1999,5.2,
2337,2002,5.7,
2337,2005,6.5,
2337,2014,5.6,shrunk
2338,1993,21.2,
2338,1996,21.2,
2338,1999,21.3,
2338,2002,21.5,
2338,2005,21.8,
2338,2014, NA,dead
2339,1993,4.0,
2339,1996, NA,dead
2766,1993,3.2,
2766,1996,3.2,
2766,1999,3.3,
2766,2002,3.3,
2766,2005,3.3,
2766,2014, NA,dead
WF027,2014,3.6,bark-stripped
WF028,2014,3.7,
3201,2002,3.5,
3201,2005,4.0,
3201,2014,5.5,bark-stripped
3202,2002,3.5,
3202,2005,4.1,
3202,2014,6.3,bark-stripped
3340,1993,5.6,
3340,1996,5.7,
3340,1999,5.8,
3340,2002,6.0,
3340,2005,6.0,
3340,2014,6.5,
3341,1993,14.4,
3341,1996,15.2,
3341,1999,15.9,
3341,2002,16.5,
3341,2005,17.1,
3341,2014,18.9,
3342,1993,8.0,
3342,1996,9.3,
3342,1999,10.4,
3342,2002,11.3,
3342,2005,12.0,
3342,2014,13.2,
3343,1993,11.5,
3343,1996,11.6,
3343,1999,12.3,
3343,2002,12.4,
3343,2005,12.7,
3343,2014,13.4,
3344,1993,4.9,
3344,1996,5.4,
3344,1999,5.8,
3344,2002,6.2,
3344,2005,6.5,
3344,2014,8.1,
3345,1993,5.4,
3345,1996,5.7,
3345,1999,5.7,
3345,2002,5.7,
3345,2005, NA,dead
3346,1993,6.5,
3346,1996, NA,dead
3347,1993,5.8,
3347,1996,5.7,
3347,1999,5.9,
3347,2002,6.0,
3347,2005,6.1,
3347,2014,6.9,
3348,1993,5.2,
3348,1996,5.2,
3348,1999, NA,dead
3349,1993,6.0,
3349,1996, NA,dead
3350,1993,10.3,
3350,1996,10.3,
3350,1999,10.3,
3350,2002,10.4,
3350,2005, NA,dead
3767,1993,3.8,
3767,1996,3.7,
3767,1999, NA,dead
3768,1993,3.2,
3768,1996,3.2,
3768,1999,3.3,
3768,2002,3.4,
3768,2005,3.6,
3768,2014,3.7,
WF038,2014,3.5,
WF043,2014,3.9,bark-stripped
WF044,2014,3.2,bark-stripped
WF045,2014,3.0,bark-stripped
WF117,2014,3.9,bark-stripped
4111,1999,3.2,
4111,2002,3.3,
4111,2005,3.3,
4111,2014,3.6,
4203,2002,3.2,
4203,2005,3.7,
4203,2014,5.1,
4351,1993,6.4,
4351,1996, NA,dead
4353,1993,5.5,
4353,1996,5.7,
4353,1999,5.8,
4353,2002,5.8,
4353,2005,5.7,
4353,2014,5.8,
4354,1993,6.2,
4354,1996,6.2,
4354,1999, NA,dead
4355,1993,11.6,
4355,1996,11.9,
4355,1999,12.0,
4355,2002,12.1,
4355,2005,12.1,
4355,2014, NA,dead
4356,1993,14.7,
4356,1996,15.8,
4356,1999,16.8,
4356,2002,17.6,
4356,2005,18.4,
4356,2014,20.3,
4357,1993,10.2,
4357,1996,9.9,
4357,1999, NA,dead
5247,2005,3.2,
5247,2014, NA,dead
5248,2005,3.8,
5248,2014,6.6,
5249,2005,3.4,
5249,2014, NA,dead
5250,2005,3.3,
5250,2014,4.8,
5358,1993,7.6,
5358,1996,7.9,
5358,1999,8.2,
5358,2002,8.5,
5358,2005,8.8,
5358,2014,9.5,bark-stripped/weaken
5359,1993,10.2,
5359,1996,10.6,
5359,1999,10.9,
5359,2002,11.4,
5359,2005,11.9,
5359,2014,12.3,bark-stripped
5360,1993,11.0,
5360,1996,13.0,
5360,1999,14.6,
5360,2002,16.3,
5360,2005,17.9,
5360,2014, NA,dead
5361,1993,29.0,
5361,1996,29.1,
5361,1999,29.3,
5361,2002,29.4,
5361,2005,29.3,frass
5361,2014, NA,dead
5362,1993,13.1,
5362,1996,13.1,
5362,1999,14.3,
5362,2002,15.0,
5362,2005,16.6,
5362,2014,23.5,bored
5364,1993,6.7,
5364,1996,7.1,
5364,1999,7.6,
5364,2002,8.0,
5364,2005,8.5,
5364,2014,12.7,
5365,1993,7.8,
5365,1996,8.0,
5365,1999,8.4,
5365,2002,8.7,
5365,2005,9.0,
5365,2014,10.2,
5366,1993,27.7,
5366,1996,28.4,
5366,1999,29.3,
5366,2002,30.0,
5366,2005,31.0,
5366,2014,31.8,
5367,1993,31.8,
5367,1996,32.5,
5367,1999,33.0,
5367,2002,33.4,
5367,2005,33.8,
5367,2014,36.9,
5605,1996,3.2,
5605,1999,4.0,
5605,2002,4.5,
5605,2005,5.0,
5605,2014,6.1,
5769,1993,3.7,
5769,1996, NA,dead
WF059,2014,3.4,
WF063,2014,3.1,
6112,1999,3.1,
6112,2002,3.2,
6112,2005,3.8,
6112,2014,5.4,bark-stripped
6113,1999,3.6,
6113,2002,4.1,
6113,2005,4.6,
6113,2014,6.6,
6114,1999,3.3,
6114,2002,3.9,
6114,2005,4.3,
6114,2014,5.5,
6204,2002,3.1,
6204,2005,3.4,
6204,2014,4.9,
6251,2005,3.1,
6251,2014,4.0,
6369,1993,9.2,
6369,1996,9.1,
6369,1999,9.2,
6369,2002,9.3,
6369,2005,9.2,
6369,2014, NA,dead
6370,1993,11.7,
6370,1996,12.2,
6370,1999,12.9,
6370,2002,13.5,
6370,2005,14.2,
6370,2014,16.8,
6371,1993,14.7,
6371,1996,15.1,
6371,1999,15.2,
6371,2002,15.4,
6371,2005, NA,dead
6372,1993,11.2,
6372,1996,11.2,
6372,1999,11.3,
6372,2002,11.3,
6372,2005,11.9,
6372,2014, NA,dead
6373,1993,4.9,
6373,1996,5.5,
6373,1999,6.5,
6373,2002,7.3,
6373,2005,7.8,
6373,2014,7.1,weaken
6374,1993,3.0,
6374,1996,3.0,
6374,1999, NA,dead
WF072,2014,4.7,
7115,1999,3.1,
7115,2002,3.5,
7115,2005,3.8,
7115,2014,4.2,
7205,2002,3.5,
7205,2005,3.6,
7205,2014,3.7,
7252,2005,3.3,
7252,2014, NA,dead
7253,2005,3.6,
7253,2014, NA,dead
7272,2005,3.6,
7272,2014,4.9,
7273,2005,3.8,
7273,2014,5.2,
7375,1993,20.3,
7375,1996,20.7,
7375,1999,20.9,
7375,2002,21.0,
7375,2005,20.9,
7375,2014, NA,dead
7377,1993,7.3,
7377,1996,7.5,
7377,1999,7.5,
7377,2002,7.6,
7377,2005,7.8,
7377,2014,10.1,
7378,1993,7.0,
7378,1996,7.0,
7378,1999,7.5,
7378,2002,7.6,
7378,2005,8.0,
7378,2014,10.1,
7379,1993,7.6,
7379,1996, NA,dead
7380,1993,3.9,
7380,1996, NA,dead
7381,1993,3.3,
7381,1996, NA,dead
7382,1993,19.0,
7382,1996,19.3,
7382,1999,19.4,
7382,2002,19.4,
7382,2005, NA,dead
8116,1999,3.5,
8116,2002, NA,dead
8206,2002,3.5,
8206,2005,3.8,
8206,2014,5.6,
8383,1993,13.7,
8383,1996,13.8,
8383,1999,14.1,
8383,2002, NA,dead
8384,1993,11.9,
8384,1996,12.2,
8384,1999,12.5,
8384,2002,12.7,
8384,2005,12.7,
8384,2014,13.3,bark-stripped
8385,1993,8.3,
8385,1996,8.3,
8385,1999,8.4,
8385,2002,8.4,
8385,2005,8.4,
8385,2014,8.2,shrunk
8386,1993,6.9,
8386,1996,7.1,
8386,1999,7.6,
8386,2002,7.9,
8386,2005,8.0,
8386,2014,8.9,
8387,1993,8.5,
8387,1996,9.2,
8387,1999,10.3,
8387,2002,10.4,
8387,2005,10.7,
8387,2014,12.7,
WF079,2014,6.5,bark-stripped
WF080,2014,5.0,
9207,2002,3.0,
9207,2005,3.0,
9207,2014, NA,dead
9388,1993,25.4,
9388,1996,26.8,
9388,1999,28.4,
9388,2002,29.3,
9388,2005,30.4,
9388,2014,30.8,
9389,1993,10.0,
9389,1996, NA,dead
9390,1993,8.7,
9390,1996,8.8,
9390,1999,8.7,
9390,2002,8.8,
9390,2005,8.7,
9390,2014, NA,cut
WF082,2014,4.6,
WF083,2014,3.5,bark-stripped
WF084,2014,3.1,bark-stripped
10483,1993,5.9,
10483,1996,6.0,
10483,1999,6.3,
10483,2002,6.6,
10483,2005,6.8,
10483,2014,8.3,wounded
10484,1993,15.3,
10484,1996,15.4,
10484,1999,15.5,
10484,2002,15.8,
10484,2005,16.1,
10484,2014,17.4,
10485,1993,10.3,
10485,1996,10.3,
10485,1999,10.4,
10485,2002,10.5,
10485,2005,10.6,
10485,2014,11.0,
10486,1993,26.6,
10486,1996,29.6,
10486,1999,32.6,
10486,2002,34.8,
10486,2005,36.4,
10486,2014,41.0,
10487,1993,12.4,
10487,1996,12.9,
10487,1999,13.3,
10487,2002,13.6,
10487,2005,13.9,
10487,2014, NA,cut
10488,1993,5.6,
10488,1996,5.6,
10488,1999,5.7,
10488,2002,5.8,
10488,2005,6.0,
10488,2014,7.3,
10489,1993,11.7,
10489,1996,11.7,
10489,1999, NA,dead
10490,1993,10.8,
10490,1996,11.8,
10490,1999,12.2,
10490,2002,12.5,
10490,2005,12.7,
10490,2014, NA,cut
11478,1993,42.3,
11478,1996,44.0,
11478,1999,45.2,
11478,2002,46.7,
11478,2005,48.2,
11478,2014,53.3,
11479,1993,9.2,
11479,1996,9.6,
11479,1999,10.0,
11479,2002,10.3,
11479,2005,10.8,
11479,2014,12.5,bark-stripped
11481,1993,5.4,
11481,1996,5.3,
11481,1999,5.4,
11481,2002,5.5,
11481,2005,5.5,
11481,2014, NA,cut
WF095,2014,3.2,bark-stripped
WF096,2014,3.2,
12461,1993,7.3,
12461,1996,7.3,
12461,1999,7.3,
12461,2002,7.3,
12461,2005,7.3,
12461,2014,7.3,
12462,1993,6.8,
12462,1996,6.9,
12462,1999,7.0,
12462,2002,7.3,
12462,2005,7.3,
12462,2014, NA,dead
12463,1993,3.5,
12463,1996,3.4,
12463,1999,3.4,
12463,2002,3.6,
12463,2005,3.6,
12463,2014, NA,dead
12464,1993,10.4,
12464,1996,11.4,
12464,1999,12.5,
12464,2002,13.2,
12464,2005,13.4,
12464,2014, NA,dead
12465,1993,5.3,
12465,1996,5.4,
12465,1999,5.5,
12465,2002,5.6,
12465,2005,5.5,
12465,2014, NA,dead
12466,1993,4.6,
12466,1996, NA,dead
12467,1993,4.2,
12467,1996, NA,dead
12468,1993,7.4,
12468,1996,7.5,
12468,1999,7.7,
12468,2002,8.1,
12468,2005,8.3,
12468,2014,9.9,
12469,1993,8.1,
12469,1996,8.4,
12469,1999,8.7,
12469,2002,8.8,
12469,2005,8.9,
12469,2014, NA,dead
12470,1993,6.9,
12470,1996,7.0,
12470,1999,6.9,
12470,2002, NA,dead
12471,1993,9.8,
12471,1996,9.9,
12471,1999,10.2,
12471,2002,10.2,
12471,2005,9.9,
12471,2014, NA,dead
12472,1993,16.0,
12472,1996,16.6,
12472,1999,17.1,
12472,2002,17.4,
12472,2005,17.4,
12472,2014, NA,dead
12473,1993,7.0,
12473,1996,7.2,
12473,1999,7.4,
12473,2002,7.8,
12473,2005,8.3,
12473,2014,9.4,
12474,1993,8.5,
12474,1996,8.3,
12474,1999, NA,dead
12475,1993,6.6,
12475,1996,6.8,
12475,1999,7.1,
12475,2002,7.4,
12475,2005,8.0,
12475,2014,10.3,
12476,1993,6.0,
12476,1996,6.0,
12476,1999,6.0,
12476,2002, NA,dead
12477,1993,3.8,
12477,1996,3.9,
12477,1999,4.1,
12477,2002,4.1,
12477,2005,4.1,
12477,2014, NA,dead
WF102,2014,3.2,bark-stripped
WF103,2014,3.1,
WF104,2014,3.5,bark-stripped
WF106,2014,3.2,
WF107,2014,3.2,
WF114,2014,3.6,bark-stripped
WF115,2014,3.4,bark-stripped
WG679,2014,3.1,
13210,2002,3.2,
13210,2005,3.3,
13210,2014,3.9,
13211,2002,3.1,
13211,2005,3.8,
13211,2014,5.5,bark-stripped
13212,2002,3.2,
13212,2005,4.1,
13212,2014,5.0,bark-stripped
13213,2002,4.1,
13213,2005,4.6,
13213,2014,5.7,
13254,2005,3.3,
13254,2014,4.8,
13255,2005,3.8,
13255,2014,5.0,
13449,1993,3.2,
13449,1996,3.3,
13449,1999,3.5,
13449,2002,3.6,
13449,2005,3.9,
13449,2014,4.3,
13450,1993,6.2,
13450,1996,6.3,
13450,1999,6.4,
13450,2002,6.4,
13450,2005,6.4,
13450,2014, NA,dead
13451,1993,8.5,
13451,1996,8.6,
13451,1999,8.5,
13451,2002,8.5,
13451,2005,8.5,
13451,2014, NA,dead
13452,1993,13.2,
13452,1996,13.6,
13452,1999,14.0,
13452,2002,14.3,
13452,2005,14.4,
13452,2014,14.8,
13453,1993,8.2,
13453,1996,8.3,
13453,1999,8.5,
13453,2002,8.5,
13453,2005,8.4,
13453,2014, NA,dead
13454,1993,3.7,
13454,1996, NA,dead
13455,1993,19.7,
13455,1996,21.1,
13455,1999,22.2,
13455,2002,22.4,
13455,2005,23.0,
13455,2014,24.2,bark-stripped
13457,1993,6.9,
13457,1996,6.9,
13457,1999,6.9,
13457,2002, NA,dead
13458,1993,3.6,
13458,1996,3.6,
13458,1999, NA,dead
13459,1993,24.2,
13459,1996,24.7,
13459,1999,24.9,
13459,2002,25.2,
13459,2005,25.4,
13459,2014,25.4,
13460,1993,15.1,
13460,1996, NA,dead
13607,1996,3.3,
13607,1999,3.5,
13607,2002,3.8,
13607,2005,4.1,
13607,2014,4.3,
WF125,2014,4.6,
WF129,2014,3.0,
WF130,2014,3.8,
WF132,2014,3.7,
WF135,2014,3.0,
WF136,2014,3.1,
WF137,2014,3.4,
14117,1999,3.3,
14117,2002,3.5,
14117,2005,3.8,
14117,2014,5.3,
14118,1999,3.2,
14118,2002,3.5,
14118,2005,4.0,
14118,2014,5.7,bark-stripped
14214,2002,3.0,
14214,2005,3.5,
14214,2014,5.8,bark-stripped
14215,2002,3.0,
14215,2005,3.1,
14215,2014, NA,dead
14256,2005,3.1,
14256,2014,3.7,
14257,2005,3.2,
14257,2014,4.7,
14258,2005,3.3,
14258,2014,3.7,
14437,1993,4.7,
14437,1996,4.8,
14437,1999,5.0,
14437,2002,5.2,
14437,2005,5.5,
14437,2014,5.8,
14438,1993,3.4,
14438,1996, NA,dead
14439,1993,12.1,
14439,1996,12.5,
14439,1999,13.1,
14439,2002,13.5,
14439,2005,13.8,
14439,2014,14.5,
14440,1993,7.3,
14440,1996,8.2,
14440,1999,10.2,
14440,2002,12.2,
14440,2005,14.5,
14440,2014,22.5,
14442,1996,3.1,
14442,1999,3.3,
14442,2002, NA,cut
14443,1993,6.1,
14443,1996,6.2,
14443,1999,6.4,
14443,2002,6.6,
14443,2005,6.9,
14443,2014,7.2,bark-stripped
14444,1993,13.4,
14444,1996,14.8,
14444,1999,16.0,
14444,2002,17.1,
14444,2005, NA,dead
14445,1993,12.1,
14445,1996,12.4,
14445,1999,12.3,
14445,2002,12.4,
14445,2005,12.4,
14445,2014,12.6,
14446,1993,14.3,
14446,1996,14.9,
14446,1999,15.9,
14446,2002,17.0,
14446,2005,18.3,
14446,2014,21.1,
14447,1993,4.8,
14447,1996,4.8,
14447,1999,4.9,
14447,2002,5.1,
14447,2005,5.4,
14447,2014,6.0,
14448,1993,5.5,
14448,1996,5.5,
14448,1999,6.0,
14448,2002,6.1,
14448,2005,6.8,
14448,2014,9.4,
WF149,2014,3.0,
WF154,2014,3.9,
WF155,2014,3.3,
15119,1999,3.6,
15119,2002,4.3,
15119,2005,5.2,
15119,2014,6.7,bark-stripped
15216,2002,3.2,
15216,2005,4.8,
15216,2014,7.3,bark-stripped
15217,2002,3.3,
15217,2005,4.7,
15217,2014,6.0,
15218,2002,3.3,
15218,2005,4.0,
15218,2014,4.5,
15259,2005,3.2,
15259,2014,3.8,
15260,2005,3.5,
15260,2014,4.1,
15261,2005,3.4,
15261,2014,4.3,
15262,2005,3.2,
15262,2014,4.2,
15263,2005,5.0,
15263,2014,9.3,bark-stripped
15264,2005,4.3,
15264,2014,6.0,bark-stripped
15265,2005,3.3,
15265,2014,6.3,bark-stripped
15266,2005,4.4,
15266,2014,5.4,
15267,2005,3.8,
15267,2014,8.3,bark-stripped
15429,1993,17.5,
15429,1996,18.7,
15429,1999,19.0,
15429,2002,19.6,
15429,2005,20.7,
15429,2014,23.4,
15431,1993,5.1,
15431,1996,4.9,
15431,1999, NA,dead
15432,1993,9.5,
15432,1996,10.3,
15432,1999,11.3,
15432,2002,12.7,stem broken
15432,2005,13.0,
15432,2014, NA,dead
15433,1993,21.9,
15433,1996,22.2,
15433,1999,22.4,
15433,2002, NA,dead
15434,1993,5.7,
15434,1996,5.7,
15434,1999,5.7,
15434,2002,5.7,
15434,2005,6.4,
15434,2014,7.3,
15435,1993,3.2,
15435,1996,3.4,
15435,1999,3.7,
15435,2002,3.7,
15435,2005,3.7,
15435,2014,3.8,bark-stripped
15436,1996,3.0,
15436,1999,3.1,
15436,2002,3.2,
15436,2005,3.2,
15436,2014, NA,dead
15606,1996,3.5,
15606,1999,3.7,
15606,2002,3.6,
15606,2005,3.8,
15606,2014, NA,dead
WF160,2014,4.6,
WF161,2014,4.5,bark-stripped
WF165,2014,4.9,bark-stripped
WF166,2014,3.2,
WF171,2014,3.5,bark-stripped
WF172,2014,3.2,
WF175,2014,4.2,bark-stripped
WF176,2014,3.1,bark-stripped
16219,2002,3.1,
16219,2005,3.6,
16219,2014,5.1,
16231,2002,3.6,
16231,2005,4.2,
16231,2014,5.4,
16268,2005,3.6,
16268,2014,3.7,
16269,2005,4.6,
16269,2014,6.8,
16270,2005,3.1,
16270,2014,7.9,bark-stripped
16417,1993,10.8,
16417,1996,11.5,
16417,1999,12.4,
16417,2002,13.1,
16417,2005,13.2,
16417,2014,21.6,
16418,1993,19.2,
16418,1996,19.4,
16418,1999,19.4,
16418,2002, NA,dead
16419,1993,3.5,
16419,1996,3.6,
16419,1999,3.8,
16419,2002,4.0,
16419,2005,4.1,
16419,2014,4.3,
16420,1993,12.9,
16420,1996,14.0,
16420,1999,15.1,
16420,2002,16.3,
16420,2005,17.2,
16420,2014, NA,dead
16421,1993,3.9,
16421,1996,3.9,
16421,1999,4.0,
16421,2002,4.2,
16421,2005,5.1,
16421,2014,10.1,
16422,1993,3.9,
16422,1996,3.9,
16422,1999,3.9,
16422,2002,4.1,
16422,2005,4.2,
16422,2014,8.0,
16423,1993,10.7,
16423,1996,11.4,
16423,1999,12.4,
16423,2002,13.3,
16423,2005,14.1,
16423,2014, NA,dead
16424,1993,16.1,
16424,1996,16.2,
16424,1999,16.2,
16424,2002,16.3,
16424,2005,16.4,
16424,2014,16.8,
16425,1993,4.9,
16425,1996,4.9,
16425,1999,4.9,
16425,2002,4.9,
16425,2005,5.6,
16425,2014,8.6,bark-stripped
16426,1993,3.9,
16426,1996,4.0,
16426,1999,4.3,
16426,2002,4.5,
16426,2005,4.7,
16426,2014,5.8,bark-stripped
16427,1993,4.0,
16427,1996,4.3,
16427,1999,4.6,
16427,2002,4.8,
16427,2005,4.3,
16427,2014,4.0,shrunk
16428,1993,28.9,
16428,1996,29.1,
16428,1999,29.1,
16428,2002, NA,dead
WF178,2014,3.5,bark-stripped
WF179,2014,3.1,bark-stripped
WF181,2014,3.0,bark-stripped
WF187,2014,4.4,bark-stripped
WF188,2014,3.1,bark-stripped
WF189,2014,4.0,bark-stripped
17120,1999,3.1,
17120,2002,3.3,
17120,2005,3.5,
17120,2014,6.1,bark-stripped
17121,1999,3.1,
17121,2002,3.3,
17121,2005,3.5,
17121,2014,4.5,bark-stripped
17220,2002,4.1,
17220,2005,4.6,
17220,2014,5.3,
17271,2005,3.5,
17271,2014,5.7,
17411,1993,28.9,
17411,1996,29.2,
17411,1999,29.8,
17411,2002,30.6,
17411,2005,30.7,
17411,2014,32.9,
17412,1993,18.0,
17412,1996,18.0,
17412,1999,17.8,
17412,2002, NA,dead
17413,1993,4.9,
17413,1996,5.7,
17413,1999,6.8,
17413,2002,8.0,
17413,2005,9.2,
17413,2014,12.2,
17414,1993,6.4,
17414,1996,6.5,
17414,1999, NA,dead
17416,1993,13.8,
17416,1996,14.3,
17416,1999,14.6,
17416,2002,14.8,
17416,2005,15.2,
17416,2014, NA,dead
17604,1996,3.2,
17604,1999,3.8,
17604,2002,4.3,
17604,2005,4.4,
17604,2014,5.1,bark-stripped
17878,1993,3.3,
17878,1996, NA,dead
17879,1993,6.6,
17879,1996, NA,dead
WF193,2014,3.1,
WF194,2014,5.2,bark-stripped
WF195,2014,6.2,bark-stripped
WF198,2014,3.8,
18400,1993,4.6,
18400,1996,4.7,
18400,1999,4.8,
18400,2002,5.1,
18400,2005,5.1,
18400,2014,6.0,
18401,1993,21.4,
18401,1996,22.7,
18401,1999,24.2,
18401,2002,25.9,
18401,2005,27.7,
18401,2014, NA,dead
18402,1993,33.0,
18402,1996,34.5,
18402,1999,35.8,
18402,2002,36.8,
18402,2005,38.3,
18402,2014,43.8,
18403,1993,7.1,
18403,1996,7.1,
18403,1999,7.2,
18403,2002,7.2,
18403,2005,7.2,
18403,2014, NA,dead
18404,1993,5.2,
18404,1996,5.3,
18404,1999,5.3,
18404,2002,5.4,
18404,2005,5.5,
18404,2014, NA,dead
18405,1993,19.2,
18405,1996,19.4,
18405,1999,19.5,
18405,2002,19.7,
18405,2005,19.7,
18405,2014, NA,dead
18406,1993,10.1,
18406,1996,10.3,
18406,1999,10.5,
18406,2002,10.6,
18406,2005,10.7,
18406,2014, NA,dead
18407,1993,3.8,
18407,1996,4.2,
18407,1999,4.8,
18407,2002,5.6,
18407,2005,6.2,
18407,2014,8.3,bark-stripped
18408,1993,4.0,
18408,1996,4.0,
18408,1999,4.1,
18408,2002,4.2,
18408,2005,4.3,
18408,2014,4.9,bark-stripped
18409,1993,3.2,
18409,1996,3.2,
18409,1999,3.2,
18409,2002,3.3,
18409,2005,3.2,
18409,2014,3.5,bark-stripped
18410,1993,23.0,
18410,1996,23.0,
18410,1999,23.0,
18410,2002,23.0,
18410,2005,23.0,
18410,2014, NA,dead
19391,1993,17.7,
19391,1996,18.4,
19391,1999,18.8,
19391,2002,19.4,
19391,2005,19.4,
19391,2014, NA,dead
19392,1993,5.8,
19392,1996,5.8,
19392,1999,5.9,
19392,2002,5.9,
19392,2005,5.9,
19392,2014,7.1,wounded
19393,1993,11.2,
19393,1996,11.5,
19393,1999,11.7,
19393,2002,11.8,
19393,2005, NA,dead
19394,1993,26.9,
19394,1996,28.8,
19394,1999,30.6,
19394,2002,32.1,
19394,2005,34.5,
19394,2014,38.7,
19395,1993,25.5,
19395,1996,27.6,
19395,1999,29.4,
19395,2002,30.9,
19395,2005,32.4,
19395,2014,36.2,
19396,1993,3.1,
19396,1996,3.1,
19396,1999, NA,dead
19397,1993,7.4,
19397,1996,7.4,
19397,1999,7.4,
19397,2002,7.4,
19397,2005,7.4,
19397,2014, NA,cut
19398,1993,3.6,
19398,1996,3.6,
19398,1999,3.6,
19398,2002, NA,dead
19399,1993,6.0,
19399,1996,6.2,
19399,1999,6.0,
19399,2002, NA,dead
WF204,2014,3.1,bark-stripped
WF205,2014,3.5,bark-stripped
WF206,2014,3.2,bark-stripped
20492,1993,6.5,
20492,1996,6.5,
20492,1999,6.5,
20492,2002,6.6,
20492,2005,6.7,
20492,2014, NA,dead
20493,1993,4.4,
20493,1996,4.4,
20493,1999, NA,dead
20494,1993,5.7,
20494,1996,5.9,
20494,1999,6.1,
20494,2002,6.5,
20494,2005,6.6,
20494,2014,7.5,
WF209,2014,3.3,
WF212,2014,3.0,
WF213,2014,4.9,
21130,1999,3.3,
21130,2002,3.7,
21130,2005,4.2,
21130,2014,7.0,wounded
21274,2005,3.1,
21274,2014,5.0,bark-stripped
21495,1993,3.2,
21495,1996,3.3,
21495,1999,3.2,
21495,2002,3.2,
21495,2005,3.1,
21495,2014, NA,dead
21496,1993,5.6,
21496,1996,5.6,
21496,1999,5.7,
21496,2002,6.0,
21496,2005, NA,dead
21497,1993,24.6,
21497,1996,24.8,
21497,1999,24.9,
21497,2002,24.9,
21497,2005, NA,dead
21498,1993,9.4,
21498,1996,9.4,
21498,1999,9.4,
21498,2002,9.5,
21498,2005, NA,dead
21499,1993,3.6,
21499,1996,3.3,
21499,1999, NA,cut
21500,1993,4.1,
21500,1996,4.5,
21500,1999,4.8,
21500,2002,4.9,
21500,2005, NA,dead
21501,1993,3.2,
21501,1996,3.2,
21501,1999,3.2,
21501,2002, NA,dead
21502,1993,3.8,
21502,1996,3.8,
21502,1999,3.8,
21502,2002, NA,dead
21503,1993,3.3,
21503,1996,3.4,
21503,1999,3.3,
21503,2002,3.3,
21503,2005, NA,dead
21504,1993,6.6,
21504,1996,6.7,
21504,1999,6.9,
21504,2002,7.0,
21504,2005,7.3,
21504,2014,8.1,
21505,1993,7.4,
21505,1996,7.5,
21505,1999,7.4,
21505,2002,7.4,
21505,2005,7.4,
21505,2014, NA,dead
21506,1993,4.6,
21506,1996,4.6,
21506,1999, NA,dead
21507,1993,3.8,
